fg%;3p%;ft%;orb;drb;trb;ast;stl;blk;tov;pts;ts%;efg%;3par;ftr;orb%;drb%;trb%;ast%;stl%;blk%;tov%;usg%;ortg;drtg;team;team_opp;total_opp;season;date;won
0.42;0.143;0.5;9.0;36.0;45.0;15.0;8.0;5.0;14.0;83.0;0.441;0.432;0.159;0.159;18.8;72.0;45.9;40.5;8.4;8.9;12.9;100.0;87.1;106.0;SAC;IND;101;2018;31/10/2017;False
0.424;0.414;0.773;14.0;39.0;53.0;25.0;8.0;7.0;14.0;101.0;0.533;0.494;0.341;0.259;28.0;81.3;54.1;69.4;8.4;9.5;12.9;100.0;106.0;87.1;IND;SAC;83;2018;31/10/2017;True
0.5;0.512;0.833;11.0;36.0;47.0;27.0;11.0;8.0;10.0;124.0;0.646;0.619;0.466;0.205;28.2;76.6;54.7;61.4;11.3;13.1;9.4;100.0;127.4;105.8;SAC;LAC;103;2020;30/01/2020;True
0.38;0.419;0.8;11.0;28.0;39.0;26.0;6.0;6.0;15.0;103.0;0.5;0.451;0.337;0.272;23.4;71.8;45.3;74.3;6.2;12.8;12.7;100.0;105.8;127.4;LAC;SAC;124;2020;30/01/2020;False
0.438;0.391;0.667;13.0;28.0;41.0;24.0;7.0;3.0;8.0;101.0;0.514;0.489;0.258;0.236;28.9;70.0;48.2;61.5;7.9;7.1;7.5;100.0;113.9;117.3;OKC;SAS;104;2018;17/11/2017;False
0.442;0.4;0.786;12.0;32.0;44.0;23.0;6.0;7.0;13.0;104.0;0.582;0.532;0.455;0.364;30.0;71.1;51.8;67.6;6.8;10.6;12.7;100.0;117.3;113.9;SAS;OKC;101;2018;17/11/2017;True
0.436;0.379;0.75;12.0;32.0;44.0;18.0;10.0;3.0;16.0;108.0;0.525;0.495;0.309;0.213;23.5;66.7;44.4;43.9;9.6;4.5;13.5;100.0;104.0;109.8;PHI;POR;114;2017;9/03/2017;False
0.455;0.286;0.848;16.0;39.0;55.0;25.0;8.0;12.0;19.0;114.0;0.556;0.489;0.239;0.375;33.3;76.5;55.6;62.5;7.7;18.5;15.6;100.0;109.8;104.0;POR;PHI;108;2017;9/03/2017;True
0.396;0.286;0.75;12.0;34.0;46.0;19.0;10.0;6.0;16.0;91.0;0.449;0.427;0.219;0.125;21.8;87.2;48.9;50.0;9.4;13.0;13.6;100.0;85.9;107.6;NOP;HOU;114;2018;24/03/2018;False
0.484;0.383;0.75;5.0;43.0;48.0;22.0;10.0;8.0;19.0;114.0;0.591;0.581;0.505;0.086;12.8;78.2;51.1;48.9;9.4;10.7;16.4;100.0;107.6;85.9;HOU;NOP;91;2018;24/03/2018;True
0.534;0.6;0.842;6.0;31.0;37.0;27.0;5.0;10.0;14.0;109.0;0.67;0.637;0.342;0.26;19.4;70.5;49.3;69.2;5.7;18.9;14.7;100.0;123.8;106.8;NOP;MIA;94;2018;23/12/2017;True
0.424;0.313;0.8;13.0;25.0;38.0;18.0;4.0;3.0;13.0;94.0;0.513;0.482;0.376;0.176;29.5;80.6;50.7;50.0;4.5;6.3;12.4;100.0;106.8;123.8;MIA;NOP;109;2018;23/12/2017;False
0.532;0.4;0.87;8.0;39.0;47.0;27.0;5.0;8.0;18.0;116.0;0.651;0.608;0.38;0.291;21.1;69.6;50.0;64.3;5.1;11.6;16.8;100.0;117.4;109.3;NOP;DET;108;2019;9/12/2018;True
0.439;0.31;0.542;17.0;30.0;47.0;28.0;8.0;5.0;10.0;108.0;0.497;0.485;0.296;0.245;30.4;78.9;50.0;65.1;8.1;10.2;8.4;100.0;109.3;117.4;DET;NOP;116;2019;9/12/2018;False
0.489;0.426;0.706;8.0;35.0;43.0;30.0;8.0;3.0;7.0;130.0;0.641;0.628;0.649;0.181;18.6;68.6;45.7;65.2;8.2;4.2;6.5;100.0;133.7;108.0;HOU;SAC;105;2019;2/04/2019;True
0.442;0.304;0.7;16.0;35.0;51.0;19.0;3.0;4.0;11.0;105.0;0.506;0.479;0.242;0.211;31.4;81.4;54.3;45.2;3.1;12.1;9.6;100.0;108.0;133.7;SAC;HOU;130;2019;2/04/2019;False
0.472;0.448;0.633;15.0;42.0;57.0;19.0;4.0;5.0;10.0;116.0;0.568;0.545;0.326;0.337;30.6;82.4;57.0;45.2;4.2;9.3;8.9;100.0;120.8;96.9;NYK;LAC;93;2022;6/03/2022;True
0.375;0.324;0.727;9.0;34.0;43.0;17.0;2.0;5.0;10.0;93.0;0.476;0.438;0.386;0.25;17.6;69.4;43.0;51.5;2.1;8.3;9.3;100.0;96.9;120.8;LAC;NYK;116;2022;6/03/2022;False
0.444;0.3;0.571;9.0;30.0;39.0;14.0;11.0;1.0;16.0;89.0;0.511;0.5;0.37;0.173;20.0;66.7;43.3;38.9;12.0;2.0;15.5;100.0;97.2;113.6;BRK;MIL;104;2021;17/06/2021;False
0.451;0.212;0.821;15.0;36.0;51.0;14.0;12.0;6.0;13.0;104.0;0.551;0.494;0.402;0.341;33.3;80.0;56.7;37.8;13.1;11.8;12.1;100.0;113.6;97.2;MIL;BRK;89;2021;17/06/2021;True
0.44;0.343;0.55;16.0;34.0;50.0;25.0;7.0;8.0;14.0;103.0;0.516;0.505;0.385;0.22;33.3;79.1;54.9;62.5;7.5;21.1;12.3;100.0;109.9;102.5;TOR;MIL;96;2022;15/01/2022;True
0.338;0.308;0.914;9.0;32.0;41.0;19.0;8.0;8.0;13.0;96.0;0.519;0.416;0.506;0.455;20.9;66.7;45.1;73.1;8.5;14.3;12.3;100.0;102.5;109.9;MIL;TOR;103;2022;15/01/2022;False
0.4;0.304;0.75;7.0;29.0;36.0;16.0;9.0;7.0;18.0;86.0;0.484;0.444;0.288;0.25;15.9;69.0;41.9;50.0;9.4;12.1;16.9;100.0;89.8;108.6;LAL;LAC;104;2021;4/04/2021;False
0.477;0.5;0.889;13.0;37.0;50.0;23.0;10.0;4.0;19.0;104.0;0.578;0.558;0.326;0.105;31.0;84.1;58.1;56.1;10.4;7.0;17.4;100.0;108.6;89.8;LAC;LAL;86;2021;4/04/2021;True
0.407;0.269;0.84;10.0;32.0;42.0;19.0;9.0;3.0;12.0;98.0;0.505;0.448;0.302;0.291;20.0;78.0;46.2;54.3;9.1;5.3;11.0;100.0;98.8;118.0;PHI;WAS;117;2022;17/01/2022;False
0.483;0.3;0.75;9.0;40.0;49.0;25.0;7.0;6.0;12.0;117.0;0.579;0.534;0.345;0.368;22.0;80.0;53.8;59.5;7.1;10.0;10.6;100.0;118.0;98.8;WAS;PHI;98;2022;17/01/2022;True
0.455;0.364;0.639;8.0;46.0;54.0;33.0;7.0;3.0;16.0;131.0;0.561;0.535;0.436;0.356;16.0;90.2;53.5;71.7;5.8;7.5;12.0;100.0;108.1;104.0;MIA;MIL;126;2020;26/10/2019;True
0.436;0.315;0.771;5.0;42.0;47.0;22.0;8.0;4.0;18.0;126.0;0.576;0.527;0.574;0.372;9.8;84.0;46.5;53.7;6.6;7.0;14.1;100.0;104.0;108.1;MIL;MIA;131;2020;26/10/2019;False
0.44;0.323;0.895;7.0;32.0;39.0;24.0;8.0;7.0;9.0;101.0;0.547;0.5;0.369;0.226;16.7;74.4;45.9;64.9;8.6;12.5;8.9;100.0;108.3;112.6;ORL;CHI;105;2018;12/02/2018;False
0.455;0.281;0.762;11.0;35.0;46.0;25.0;6.0;3.0;11.0;105.0;0.54;0.506;0.364;0.239;25.6;83.3;54.1;62.5;6.4;5.7;10.2;100.0;112.6;108.3;CHI;ORL;101;2018;12/02/2018;True
0.506;0.424;0.706;4.0;35.0;39.0;23.0;14.0;7.0;13.0;120.0;0.625;0.593;0.407;0.42;10.3;76.1;45.9;56.1;13.3;12.5;11.9;100.0;114.0;111.1;GSW;PHI;117;2019;2/03/2019;True
0.448;0.452;0.862;11.0;35.0;46.0;26.0;6.0;3.0;21.0;117.0;0.586;0.529;0.356;0.333;23.9;89.7;54.1;66.7;5.7;6.3;17.4;100.0;111.1;114.0;PHI;GSW;120;2019;2/03/2019;False
0.443;0.275;0.909;7.0;38.0;45.0;18.0;5.0;2.0;13.0;99.0;0.533;0.506;0.455;0.125;15.2;86.4;50.0;46.2;5.1;5.3;12.3;100.0;101.0;120.3;ATL;HOU;118;2018;25/03/2018;False
0.489;0.385;0.909;6.0;39.0;45.0;28.0;7.0;4.0;11.0;118.0;0.622;0.6;0.578;0.122;13.6;84.8;50.0;63.6;7.1;8.3;10.4;100.0;120.3;101.0;HOU;ATL;99;2018;25/03/2018;True
0.507;0.486;0.727;3.0;19.0;22.0;28.0;5.0;2.0;8.0;101.0;0.633;0.62;0.467;0.147;8.3;90.5;38.6;73.7;6.0;4.3;9.1;100.0;121.1;135.4;DAL;MIA;113;2018;22/12/2017;False
0.639;0.64;0.833;2.0;33.0;35.0;25.0;3.0;3.0;11.0;113.0;0.757;0.75;0.347;0.083;9.5;91.7;61.4;54.3;3.6;7.5;12.8;100.0;135.4;121.1;MIA;DAL;101;2018;22/12/2017;True
0.415;0.333;0.811;14.0;40.0;54.0;31.0;13.0;10.0;16.0;121.0;0.549;0.484;0.415;0.394;28.6;80.0;54.5;79.5;11.9;12.5;12.7;100.0;111.1;96.4;GSW;LAC;105;2018;6/01/2018;True
0.429;0.273;0.8;10.0;35.0;45.0;19.0;10.0;7.0;18.0;105.0;0.504;0.445;0.121;0.33;20.0;71.4;45.5;48.7;9.2;12.7;14.7;100.0;96.4;111.1;LAC;GSW;121;2018;6/01/2018;False
0.42;0.133;0.739;11.0;43.0;54.0;18.0;3.0;11.0;7.0;93.0;0.474;0.432;0.17;0.261;22.4;84.3;54.0;48.6;3.3;16.4;6.7;100.0;102.4;99.1;MIA;DAL;90;2016;3/02/2016;True
0.391;0.4;0.737;8.0;38.0;46.0;18.0;4.0;5.0;4.0;90.0;0.472;0.437;0.23;0.218;15.7;77.6;46.0;52.9;4.4;6.8;4.0;100.0;99.1;102.4;DAL;MIA;93;2016;3/02/2016;False
0.397;0.333;0.9;12.0;37.0;49.0;14.0;3.0;4.0;24.0;102.0;0.563;0.452;0.329;0.548;30.8;82.2;58.3;48.3;3.0;7.7;20.9;100.0;101.9;116.9;DAL;UTA;117;2019;7/11/2018;False
0.483;0.351;0.692;8.0;27.0;35.0;31.0;12.0;10.0;11.0;117.0;0.582;0.556;0.416;0.292;17.8;69.2;41.7;72.1;12.0;20.4;9.9;100.0;116.9;101.9;UTA;DAL;102;2019;7/11/2018;True
0.365;0.34;0.474;21.0;29.0;50.0;27.0;9.0;3.0;21.0;96.0;0.46;0.453;0.521;0.198;37.5;69.0;51.0;77.1;9.2;6.3;16.8;100.0;98.7;119.2;MEM;POR;116;2022;27/10/2021;False
0.464;0.417;0.742;13.0;35.0;48.0;22.0;11.0;6.0;13.0;116.0;0.594;0.554;0.429;0.369;31.0;62.5;49.0;56.4;11.3;13.0;11.7;100.0;119.2;98.7;POR;MEM;96;2022;27/10/2021;True
0.386;0.297;0.9;10.0;35.0;45.0;19.0;5.0;5.0;15.0;93.0;0.507;0.452;0.446;0.241;21.3;70.0;46.4;59.4;5.4;8.2;14.0;100.0;99.9;109.5;POR;LAL;102;2021;26/02/2021;False
0.42;0.259;0.75;15.0;37.0;52.0;25.0;9.0;7.0;9.0;102.0;0.508;0.46;0.307;0.318;30.0;78.7;53.6;67.6;9.7;15.2;8.2;100.0;109.5;99.9;LAL;POR;93;2021;26/02/2021;True
0.337;0.242;0.781;12.0;34.0;46.0;23.0;6.0;8.0;16.0;89.0;0.458;0.386;0.398;0.386;21.8;73.9;45.5;82.1;6.0;12.5;14.1;100.0;89.1;109.1;DET;CHI;109;2020;20/11/2019;False
0.429;0.519;0.654;12.0;43.0;55.0;25.0;9.0;7.0;14.0;109.0;0.532;0.505;0.297;0.286;26.1;78.2;54.5;64.1;9.0;14.0;12.0;100.0;109.1;89.1;CHI;DET;89;2020;20/11/2019;True
0.419;0.333;0.9;12.0;34.0;46.0;18.0;7.0;5.0;15.0;105.0;0.516;0.468;0.29;0.215;25.0;81.0;51.1;46.2;7.0;12.5;12.8;100.0;105.4;117.5;DET;UTA;117;2021;2/02/2021;False
0.463;0.381;0.862;8.0;36.0;44.0;23.0;9.0;6.0;13.0;117.0;0.617;0.561;0.512;0.354;19.0;75.0;48.9;60.5;9.0;9.1;12.1;100.0;117.5;105.4;UTA;DET;105;2021;2/02/2021;True
0.388;0.174;0.765;7.0;34.0;41.0;22.0;12.0;3.0;19.0;83.0;0.449;0.412;0.271;0.2;14.3;87.2;46.6;66.7;11.6;5.4;17.0;100.0;80.5;87.3;UTA;LAL;90;2019;23/11/2018;False
0.456;0.304;0.611;5.0;42.0;47.0;10.0;11.0;5.0;23.0;90.0;0.518;0.5;0.291;0.228;12.8;85.7;53.4;27.8;10.7;8.1;20.9;100.0;87.3;80.5;LAL;UTA;83;2019;23/11/2018;True
0.553;0.467;0.743;7.0;30.0;37.0;25.0;8.0;7.0;11.0;124.0;0.678;0.645;0.395;0.461;21.2;69.8;48.7;59.5;8.4;10.6;10.7;100.0;130.3;128.2;OKC;CHI;122;2020;25/02/2020;True
0.536;0.387;0.667;13.0;26.0;39.0;22.0;6.0;4.0;11.0;122.0;0.604;0.598;0.32;0.093;30.2;78.8;51.3;42.3;6.3;8.7;9.8;100.0;128.2;130.3;CHI;OKC;124;2020;25/02/2020;False
0.454;0.333;0.833;16.0;35.0;51.0;25.0;6.0;9.0;14.0;101.0;0.507;0.495;0.247;0.062;35.6;70.0;53.7;56.8;6.4;14.3;12.3;100.0;108.5;111.7;NYK;DET;104;2018;22/12/2017;False
0.432;0.4;0.72;15.0;29.0;44.0;19.0;8.0;5.0;11.0;104.0;0.525;0.489;0.284;0.284;30.0;64.4;46.3;50.0;8.6;6.8;10.0;100.0;111.7;108.5;DET;NYK;101;2018;22/12/2017;True
0.574;0.375;1.0;11.0;38.0;49.0;38.0;8.0;5.0;13.0;134.0;0.646;0.634;0.317;0.059;28.9;67.9;52.1;65.5;7.9;8.2;11.1;100.0;131.5;102.1;SAS;HOU;104;2022;25/01/2022;True
0.411;0.265;0.68;18.0;27.0;45.0;21.0;8.0;3.0;15.0;104.0;0.491;0.458;0.358;0.263;32.1;71.1;47.9;53.8;7.9;4.3;12.4;100.0;102.1;131.5;HOU;SAS;134;2022;25/01/2022;False
0.655;0.636;0.773;3.0;50.0;53.0;41.0;7.0;11.0;17.0;152.0;0.786;0.776;0.379;0.253;10.0;70.4;52.5;71.9;6.3;15.1;15.0;100.0;137.8;86.1;IND;OKC;95;2021;1/05/2021;True
0.342;0.211;0.478;21.0;27.0;48.0;23.0;8.0;4.0;14.0;95.0;0.392;0.378;0.342;0.207;29.6;90.0;47.5;60.5;7.3;7.4;10.4;100.0;86.1;137.8;OKC;IND;152;2021;1/05/2021;False
0.433;0.295;0.857;13.0;36.0;49.0;23.0;5.0;5.0;16.0;121.0;0.553;0.5;0.454;0.289;27.1;83.7;53.8;54.8;4.7;8.1;12.8;100.0;114.0;116.8;HOU;PHO;124;2022;16/02/2022;False
0.512;0.292;0.806;7.0;35.0;42.0;27.0;10.0;7.0;11.0;124.0;0.609;0.552;0.279;0.419;16.3;72.9;46.2;61.4;9.4;13.2;9.7;100.0;116.8;114.0;PHO;HOU;121;2022;16/02/2022;True
0.396;0.243;0.81;8.0;39.0;47.0;27.0;6.0;3.0;13.0;98.0;0.489;0.445;0.407;0.231;17.0;83.0;50.0;75.0;6.0;6.4;11.5;100.0;98.3;100.3;IND;MIN;100;2022;29/11/2021;False
0.439;0.257;0.731;8.0;39.0;47.0;25.0;8.0;5.0;13.0;100.0;0.535;0.494;0.427;0.317;17.0;83.0;50.0;69.4;8.0;9.3;12.2;100.0;100.3;98.3;MIN;IND;98;2022;29/11/2021;True
0.488;0.4;0.667;8.0;38.0;46.0;22.0;6.0;6.0;15.0;114.0;0.616;0.598;0.549;0.293;19.0;84.4;52.9;55.0;6.0;12.5;13.9;100.0;114.5;126.6;MIL;CHO;126;2021;30/01/2021;False
0.478;0.477;0.85;7.0;34.0;41.0;32.0;8.0;5.0;9.0;126.0;0.625;0.592;0.478;0.217;15.6;81.0;47.1;72.7;8.0;13.5;8.2;100.0;126.6;114.5;CHO;MIL;114;2021;30/01/2021;True
0.437;0.28;0.944;9.0;55.0;64.0;26.0;6.0;6.0;15.0;100.0;0.527;0.477;0.287;0.207;20.0;85.9;58.7;68.4;6.0;11.5;13.6;100.0;100.6;85.5;CHO;PHI;85;2016;29/03/2016;True
0.313;0.364;0.9;9.0;36.0;45.0;20.0;8.0;5.0;10.0;85.0;0.423;0.396;0.458;0.104;14.1;80.0;41.3;66.7;8.0;8.1;9.1;100.0;85.5;100.6;PHI;CHO;100;2016;29/03/2016;False
0.453;0.5;0.8;10.0;28.0;38.0;24.0;6.0;4.0;15.0;102.0;0.551;0.523;0.279;0.174;23.8;82.4;50.0;61.5;6.5;7.4;13.9;100.0;109.8;117.3;IND;WAS;109;2018;17/03/2018;False
0.541;0.5;0.826;6.0;32.0;38.0;29.0;9.0;2.0;14.0;109.0;0.648;0.608;0.27;0.311;17.6;76.2;50.0;72.5;9.7;3.2;14.3;100.0;117.3;109.8;WAS;IND;102;2018;17/03/2018;True
0.455;0.611;0.923;9.0;36.0;45.0;22.0;5.0;4.0;13.0;105.0;0.594;0.526;0.234;0.338;22.0;76.6;51.1;62.9;5.5;6.9;12.8;100.0;114.9;109.4;BOS;POR;100;2018;23/03/2018;True
0.44;0.242;0.8;11.0;32.0;43.0;16.0;8.0;5.0;8.0;100.0;0.512;0.484;0.363;0.165;23.4;78.0;48.9;40.0;8.8;8.5;7.6;100.0;109.4;114.9;POR;BOS;105;2018;23/03/2018;False
0.5;0.167;0.955;9.0;19.0;28.0;14.0;6.0;6.0;11.0;105.0;0.573;0.512;0.146;0.268;23.1;65.5;41.2;34.1;6.4;10.2;10.7;100.0;112.7;132.0;MIN;MIA;123;2017;17/03/2017;False
0.588;0.308;0.789;10.0;30.0;40.0;29.0;6.0;9.0;15.0;123.0;0.659;0.635;0.306;0.224;34.5;76.9;58.8;58.0;6.4;12.9;13.8;100.0;132.0;112.7;MIA;MIN;105;2017;17/03/2017;True
0.537;0.357;0.875;10.0;31.0;41.0;30.0;5.0;4.0;12.0;119.0;0.643;0.598;0.341;0.293;27.0;91.2;57.7;68.2;5.3;9.5;11.5;100.0;126.5;132.8;CLE;PHI;125;2022;4/03/2022;False
0.547;0.424;0.906;3.0;27.0;30.0;23.0;8.0;3.0;11.0;125.0;0.702;0.64;0.44;0.427;8.8;73.0;42.3;56.1;8.5;5.6;11.0;100.0;132.8;126.5;PHI;CLE;119;2022;4/03/2022;True
0.511;0.48;0.808;14.0;30.0;44.0;26.0;13.0;2.0;13.0;123.0;0.618;0.58;0.284;0.295;31.1;90.9;56.4;57.8;13.5;4.3;11.6;100.0;127.3;112.8;NOP;SAC;109;2022;5/04/2022;True
0.513;0.367;0.909;3.0;31.0;34.0;28.0;4.0;3.0;15.0;109.0;0.636;0.586;0.395;0.289;9.1;68.9;43.6;71.8;4.1;4.8;14.9;100.0;112.8;127.3;SAC;NOP;123;2022;5/04/2022;False
0.565;0.375;0.857;8.0;35.0;43.0;19.0;8.0;6.0;15.0;114.0;0.625;0.6;0.188;0.165;22.9;77.8;53.8;39.6;8.4;12.2;14.1;100.0;119.9;106.2;LAC;BRK;101;2018;12/02/2018;True
0.461;0.3;0.7;10.0;27.0;37.0;27.0;10.0;6.0;12.0;101.0;0.541;0.528;0.449;0.112;22.2;77.1;46.3;65.9;10.5;8.7;11.4;100.0;106.2;119.9;BRK;LAC;114;2018;12/02/2018;False
0.37;0.278;0.842;6.0;33.0;39.0;18.0;3.0;3.0;9.0;86.0;0.481;0.432;0.444;0.235;12.8;82.5;44.8;60.0;3.4;6.1;9.2;100.0;97.7;110.2;BOS;MIL;97;2018;26/04/2018;False
0.507;0.308;0.619;7.0;41.0;48.0;19.0;6.0;3.0;9.0;97.0;0.576;0.56;0.347;0.28;17.5;87.2;55.2;50.0;6.8;6.7;9.7;100.0;110.2;97.7;MIL;BOS;86;2018;26/04/2018;True
0.427;0.357;0.833;12.0;36.0;48.0;21.0;7.0;7.0;15.0;105.0;0.551;0.488;0.341;0.366;30.8;66.7;51.6;60.0;7.4;8.9;13.6;100.0;111.3;103.8;PHI;NYK;98;2018;25/12/2017;True
0.404;0.267;0.643;18.0;27.0;45.0;18.0;7.0;5.0;10.0;98.0;0.461;0.426;0.16;0.298;33.3;69.2;48.4;47.4;7.4;9.3;8.6;100.0;103.8;111.3;NYK;PHI;105;2018;25/12/2017;False
0.393;0.25;0.857;12.0;38.0;50.0;20.0;9.0;1.0;13.0;99.0;0.504;0.455;0.494;0.236;23.5;82.6;51.5;57.1;9.4;2.0;11.7;100.0;102.9;113.3;CLE;BRK;109;2022;17/11/2021;False
0.458;0.375;0.84;8.0;39.0;47.0;29.0;7.0;3.0;11.0;109.0;0.58;0.53;0.386;0.301;17.4;76.5;48.5;76.3;7.3;6.7;10.5;100.0;113.3;102.9;BRK;CLE;99;2022;17/11/2021;True
0.456;0.447;0.769;8.0;37.0;45.0;22.0;5.0;8.0;13.0;109.0;0.569;0.55;0.422;0.144;17.8;84.1;50.6;53.7;5.1;11.3;12.0;100.0;110.2;122.3;BRK;IND;121;2017;5/01/2017;False
0.516;0.455;0.789;7.0;37.0;44.0;23.0;7.0;9.0;6.0;121.0;0.597;0.57;0.237;0.204;15.9;82.2;49.4;47.9;7.1;17.3;5.6;100.0;122.3;110.2;IND;BRK;109;2017;5/01/2017;True
0.46;0.4;0.765;16.0;44.0;60.0;31.0;4.0;13.0;18.0;148.0;0.578;0.54;0.398;0.301;29.1;71.0;51.3;59.6;3.2;16.7;12.3;100.0;119.7;112.4;BRK;CLE;139;2019;13/02/2019;True
0.45;0.429;0.722;18.0;39.0;57.0;35.0;7.0;4.0;15.0;139.0;0.543;0.525;0.35;0.15;29.0;70.9;48.7;64.8;5.7;5.9;10.5;100.0;112.4;119.7;CLE;BRK;148;2019;13/02/2019;False
0.449;0.325;0.765;10.0;33.0;43.0;26.0;8.0;6.0;15.0;106.0;0.549;0.522;0.449;0.191;21.3;84.6;50.0;65.0;8.1;12.2;13.5;100.0;106.7;113.7;MIL;WAS;113;2019;11/01/2019;False
0.488;0.545;0.75;6.0;37.0;43.0;28.0;10.0;3.0;16.0;113.0;0.622;0.598;0.402;0.244;15.4;78.7;50.0;70.0;10.1;6.1;15.0;100.0;113.7;106.7;WAS;MIL;106;2019;11/01/2019;True
0.455;0.27;0.833;9.0;39.0;48.0;27.0;9.0;6.0;15.0;105.0;0.547;0.511;0.42;0.205;20.5;73.6;49.5;67.5;9.1;11.8;13.5;100.0;106.7;111.8;MIA;BOS;110;2019;1/04/2019;False
0.396;0.425;0.875;14.0;35.0;49.0;25.0;8.0;2.0;12.0;110.0;0.542;0.489;0.44;0.264;26.4;79.5;50.5;69.4;8.1;3.9;10.6;100.0;111.8;106.7;BOS;MIA;105;2019;1/04/2019;True
0.549;0.469;0.889;5.0;43.0;48.0;28.0;3.0;5.0;13.0;131.0;0.662;0.632;0.352;0.198;12.2;74.1;48.5;56.0;2.9;7.2;11.6;100.0;126.5;108.1;IND;ORL;112;2021;25/04/2021;True
0.396;0.313;0.786;15.0;36.0;51.0;22.0;9.0;3.0;6.0;112.0;0.494;0.446;0.317;0.277;25.9;87.8;51.5;55.0;8.7;5.1;5.0;100.0;108.1;126.5;ORL;IND;131;2021;25/04/2021;False
0.429;0.321;0.5;4.0;36.0;40.0;23.0;9.0;2.0;8.0;95.0;0.484;0.478;0.308;0.176;8.0;85.7;43.5;59.0;9.1;3.8;7.5;100.0;96.0;95.0;DAL;MEM;94;2018;22/11/2017;True
0.457;0.241;0.929;6.0;46.0;52.0;25.0;7.0;6.0;17.0;94.0;0.539;0.5;0.358;0.173;14.3;92.0;56.5;67.6;7.1;9.5;16.3;100.0;95.0;96.0;MEM;DAL;95;2018;22/11/2017;False
0.47;0.317;0.889;10.0;28.0;38.0;23.0;5.0;2.0;10.0;99.0;0.569;0.548;0.494;0.108;27.8;75.7;52.1;59.0;6.0;3.6;10.3;100.0;118.0;125.2;CLE;TOR;105;2016;23/05/2016;False
0.538;0.318;0.737;9.0;26.0;35.0;17.0;8.0;3.0;8.0;105.0;0.608;0.583;0.282;0.244;24.3;72.2;47.9;40.5;9.5;7.1;8.5;100.0;125.2;118.0;TOR;CLE;99;2016;23/05/2016;True
0.487;0.286;0.72;7.0;35.0;42.0;14.0;6.0;6.0;16.0;96.0;0.552;0.513;0.184;0.329;17.1;77.8;48.8;37.8;6.3;8.2;15.5;100.0;100.2;87.7;MIA;MIN;84;2016;5/11/2015;True
0.353;0.333;0.909;10.0;34.0;44.0;16.0;7.0;6.0;16.0;84.0;0.444;0.376;0.141;0.259;22.2;82.9;51.2;53.3;7.3;9.7;14.5;100.0;87.7;100.2;MIN;MIA;96;2016;5/11/2015;False
0.437;0.4;0.857;13.0;31.0;44.0;20.0;1.0;4.0;14.0;104.0;0.54;0.494;0.287;0.241;30.2;72.1;51.2;52.6;1.1;7.1;12.7;100.0;113.3;121.0;POR;HOU;111;2019;11/12/2018;False
0.494;0.31;0.667;12.0;30.0;42.0;22.0;9.0;5.0;7.0;111.0;0.573;0.547;0.341;0.318;27.9;69.8;48.8;52.4;9.8;8.1;6.7;100.0;121.0;113.3;HOU;POR;104;2019;11/12/2018;True
0.471;0.422;0.857;7.0;35.0;42.0;29.0;9.0;2.0;10.0;123.0;0.632;0.582;0.529;0.329;19.4;81.4;53.2;72.5;9.3;3.5;9.3;100.0;126.5;112.1;CLE;NYK;109;2018;9/04/2018;True
0.529;0.367;0.5;8.0;29.0;37.0;26.0;4.0;7.0;14.0;109.0;0.591;0.592;0.345;0.138;18.6;80.6;46.8;56.5;4.1;17.5;13.2;100.0;112.1;126.5;NYK;CLE;123;2018;9/04/2018;False
0.429;0.306;0.792;18.0;41.0;59.0;24.0;4.0;4.0;14.0;114.0;0.525;0.485;0.367;0.245;30.0;73.2;50.9;57.1;3.9;5.7;11.4;100.0;110.2;106.3;SAC;ORL;110;2022;26/03/2022;True
0.425;0.361;1.0;15.0;42.0;57.0;27.0;9.0;3.0;12.0;110.0;0.504;0.486;0.34;0.066;26.8;70.0;49.1;60.0;8.7;4.8;9.9;100.0;106.3;110.2;ORL;SAC;114;2022;26/03/2022;False
0.521;0.714;0.682;13.0;25.0;38.0;29.0;6.0;0.0;7.0;128.0;0.617;0.601;0.223;0.234;29.5;78.1;50.0;59.2;6.2;0.0;6.3;100.0;133.1;146.6;MEM;GSW;141;2018;30/12/2017;False
0.588;0.545;0.92;7.0;31.0;38.0;37.0;3.0;6.0;10.0;141.0;0.734;0.694;0.388;0.294;21.9;70.5;50.0;74.0;3.1;8.2;9.4;100.0;146.6;133.1;GSW;MEM;128;2018;30/12/2017;True
0.468;0.333;0.842;8.0;33.0;41.0;17.0;11.0;6.0;13.0;101.0;0.578;0.538;0.418;0.241;20.0;73.3;48.2;45.9;12.0;12.0;13.0;100.0;110.0;115.5;UTA;LAL;106;2022;16/02/2022;False
0.477;0.278;0.636;12.0;32.0;44.0;24.0;9.0;7.0;11.0;106.0;0.554;0.535;0.419;0.256;26.7;80.0;51.8;58.5;9.8;15.2;10.3;100.0;115.5;110.0;LAL;UTA;101;2022;16/02/2022;True
0.41;0.314;0.938;15.0;22.0;37.0;20.0;10.0;2.0;9.0;108.0;0.504;0.465;0.35;0.16;28.3;62.9;42.0;48.8;10.4;3.6;7.8;100.0;112.0;127.6;PHO;BOS;123;2022;31/12/2021;False
0.542;0.37;0.885;13.0;38.0;51.0;28.0;6.0;7.0;17.0;123.0;0.651;0.602;0.325;0.313;37.1;71.7;58.0;62.2;6.2;10.8;15.3;100.0;127.6;112.0;BOS;PHO;108;2022;31/12/2021;True
