fg%;3p%;ft%;orb;drb;trb;ast;stl;blk;tov;pts;ts%;efg%;3par;ftr;orb%;drb%;trb%;ast%;stl%;blk%;tov%;usg%;ortg;drtg;team;team_opp;total_opp;season;date;won
0.684;0.556;0.818;4.0;26.0;30.0;36.0;8.0;8.0;12.0;132.0;0.77;0.75;0.237;0.289;16.7;60.5;44.8;69.2;8.4;12.1;12.3;100.0;138.9;124.2;MIN;BRK;118;2016;5/03/2016;True
0.407;0.333;0.923;12.0;34.0;46.0;21.0;7.0;8.0;14.0;107.0;0.549;0.483;0.453;0.302;25.0;75.6;49.5;60.0;7.2;16.3;12.6;100.0;110.5;115.6;ATL;BOS;112;2020;7/02/2020;False
0.43;0.432;0.815;11.0;36.0;47.0;23.0;5.0;8.0;13.0;112.0;0.572;0.523;0.43;0.314;24.4;75.0;50.5;62.2;5.2;17.0;11.7;100.0;115.6;110.5;BOS;ATL;107;2020;7/02/2020;True
0.474;0.375;0.778;18.0;30.0;48.0;22.0;8.0;5.0;19.0;131.0;0.602;0.567;0.495;0.278;38.3;76.9;55.8;47.8;7.6;8.3;14.9;100.0;124.1;127.9;HOU;WAS;135;2019;26/11/2018;False
0.562;0.379;0.75;9.0;29.0;38.0;29.0;7.0;7.0;13.0;135.0;0.655;0.624;0.326;0.36;23.1;61.7;44.2;58.0;6.6;14.3;11.2;100.0;127.9;124.1;WAS;HOU;131;2019;26/11/2018;True
0.424;0.318;0.784;12.0;38.0;50.0;22.0;10.0;5.0;15.0;108.0;0.533;0.465;0.259;0.435;26.7;74.5;52.1;61.1;9.9;7.0;12.9;100.0;106.7;114.6;OKC;GSW;116;2016;6/02/2016;False
0.495;0.269;0.65;13.0;33.0;46.0;24.0;7.0;4.0;10.0;116.0;0.548;0.531;0.268;0.206;25.5;73.3;47.9;50.0;6.9;6.3;8.6;100.0;114.6;106.7;GSW;OKC;108;2016;6/02/2016;True
0.472;0.417;0.571;12.0;30.0;42.0;16.0;1.0;3.0;12.0;94.0;0.557;0.542;0.333;0.389;30.8;83.3;56.0;47.1;1.2;5.5;12.5;100.0;113.3;126.6;SAS;MEM;105;2017;20/04/2017;False
0.506;0.409;0.9;6.0;27.0;33.0;21.0;2.0;3.0;5.0;105.0;0.612;0.565;0.286;0.26;16.7;69.2;44.0;53.8;2.4;6.3;5.5;100.0;126.6;113.3;MEM;SAS;94;2017;20/04/2017;True
0.453;0.366;0.889;13.0;39.0;52.0;30.0;8.0;11.0;16.0;135.0;0.573;0.524;0.387;0.255;25.5;76.5;51.0;62.5;6.8;15.9;12.0;100.0;114.9;125.1;BRK;CLE;147;2021;20/01/2021;False
0.514;0.5;0.714;12.0;38.0;50.0;29.0;10.0;6.0;14.0;147.0;0.622;0.606;0.367;0.193;23.5;74.5;49.0;51.8;8.5;9.2;10.6;100.0;125.1;114.9;CLE;BRK;135;2021;20/01/2021;True
0.469;0.452;0.952;4.0;38.0;42.0;26.0;6.0;4.0;20.0;110.0;0.609;0.556;0.383;0.259;10.5;76.0;47.7;68.4;5.8;6.1;18.1;100.0;106.5;111.4;BRK;MEM;115;2021;8/01/2021;False
0.459;0.406;0.857;12.0;34.0;46.0;29.0;14.0;6.0;12.0;115.0;0.552;0.526;0.327;0.143;24.0;89.5;52.3;64.4;13.6;12.0;10.3;100.0;111.4;106.5;MEM;BRK;110;2021;8/01/2021;True
0.424;0.286;0.618;12.0;32.0;44.0;18.0;11.0;7.0;15.0;105.0;0.491;0.457;0.228;0.37;24.0;84.2;50.0;46.2;10.4;13.7;12.3;100.0;99.0;113.2;PHO;PHI;120;2017;19/11/2016;False
0.523;0.486;0.65;6.0;38.0;44.0;33.0;11.0;9.0;18.0;120.0;0.633;0.622;0.407;0.233;15.8;76.0;50.0;73.3;10.4;12.7;16.0;100.0;113.2;99.0;PHI;PHO;105;2017;19/11/2016;True
0.485;0.28;0.81;16.0;31.0;47.0;28.0;7.0;12.0;8.0;120.0;0.554;0.52;0.253;0.212;32.0;86.1;54.7;58.3;7.1;20.3;6.9;100.0;121.7;114.6;NYK;ORL;113;2018;22/02/2018;True
0.518;0.458;0.696;5.0;34.0;39.0;28.0;7.0;5.0;13.0;113.0;0.607;0.584;0.289;0.277;13.9;68.0;45.3;65.1;7.1;6.8;12.3;100.0;114.6;121.7;ORL;NYK;120;2018;22/02/2018;False
0.527;0.45;0.8;10.0;33.0;43.0;31.0;6.0;3.0;9.0;109.0;0.585;0.577;0.22;0.055;25.0;82.5;53.8;64.6;6.6;5.7;8.8;100.0;119.2;111.5;IND;ORL;102;2020;10/11/2019;True
0.461;0.417;0.833;7.0;30.0;37.0;27.0;5.0;11.0;10.0;102.0;0.557;0.545;0.404;0.067;17.5;75.0;46.3;65.9;5.5;15.5;9.8;100.0;111.5;119.2;ORL;IND;109;2020;10/11/2019;False
0.43;0.357;0.9;8.0;41.0;49.0;24.0;6.0;3.0;20.0;101.0;0.575;0.525;0.532;0.253;19.0;83.7;53.8;70.6;6.2;9.1;18.6;100.0;104.7;97.5;MIA;HOU;94;2021;11/02/2021;True
0.386;0.3;0.75;8.0;34.0;42.0;24.0;7.0;1.0;13.0;94.0;0.512;0.476;0.602;0.241;16.3;81.0;46.2;75.0;7.3;2.7;12.4;100.0;97.5;104.7;HOU;MIA;101;2021;11/02/2021;False
0.418;0.3;0.75;14.0;33.0;47.0;19.0;6.0;7.0;6.0;112.0;0.508;0.464;0.306;0.286;25.9;75.0;48.0;46.3;6.0;12.5;5.2;100.0;111.7;121.7;ORL;CHO;122;2021;7/05/2021;False
0.494;0.273;0.758;11.0;40.0;51.0;28.0;5.0;4.0;11.0;122.0;0.589;0.545;0.371;0.371;25.0;74.1;52.0;63.6;5.0;5.9;9.6;100.0;121.7;111.7;CHO;ORL;112;2021;7/05/2021;True
0.515;0.231;0.947;10.0;33.0;43.0;32.0;12.0;1.0;9.0;130.0;0.584;0.544;0.252;0.184;21.7;78.6;48.9;60.4;11.3;2.0;7.5;100.0;122.0;118.2;DEN;PHO;126;2021;22/01/2021;True
0.5;0.386;1.0;9.0;36.0;45.0;30.0;7.0;4.0;16.0;126.0;0.626;0.59;0.468;0.16;21.4;78.3;51.1;63.8;6.6;5.2;13.7;100.0;118.2;122.0;PHO;DEN;130;2021;22/01/2021;False
0.321;0.286;0.826;12.0;30.0;42.0;19.0;7.0;0.0;7.0;83.0;0.441;0.381;0.417;0.274;21.8;75.0;44.2;70.4;8.0;0.0;6.9;100.0;95.2;122.7;UTA;DEN;107;2018;26/12/2017;False
0.481;0.367;0.818;10.0;43.0;53.0;23.0;3.0;1.0;9.0;107.0;0.59;0.549;0.37;0.272;25.0;78.2;55.8;59.0;3.4;2.0;9.0;100.0;122.7;95.2;DEN;UTA;83;2018;26/12/2017;True
0.373;0.154;0.615;9.0;31.0;40.0;20.0;8.0;2.0;16.0;74.0;0.417;0.398;0.313;0.157;17.6;75.6;43.5;64.5;8.5;3.3;15.3;100.0;79.0;109.9;CLE;SAS;103;2017;27/03/2017;False
0.477;0.269;0.824;10.0;42.0;52.0;24.0;11.0;7.0;12.0;103.0;0.551;0.517;0.302;0.198;24.4;82.4;56.5;58.5;11.7;12.3;11.4;100.0;109.9;79.0;SAS;CLE;74;2017;27/03/2017;True
0.365;0.28;0.692;7.0;27.0;34.0;21.0;4.0;6.0;7.0;78.0;0.43;0.406;0.294;0.153;13.2;75.0;38.2;67.7;4.6;11.3;7.2;100.0;88.7;113.8;DAL;TOR;100;2017;13/03/2017;False
0.474;0.36;0.944;9.0;46.0;55.0;19.0;7.0;6.0;12.0;100.0;0.582;0.532;0.321;0.231;25.0;86.8;61.8;51.4;8.0;10.0;12.3;100.0;113.8;88.7;TOR;DAL;78;2017;13/03/2017;True
0.4;0.4;0.8;15.0;36.0;51.0;26.0;7.0;0.0;12.0;102.0;0.516;0.478;0.389;0.222;28.8;70.6;49.5;72.2;7.5;0.0;10.8;100.0;109.0;107.9;CLE;CHO;101;2022;4/02/2022;True
0.413;0.326;0.917;15.0;37.0;52.0;27.0;9.0;2.0;14.0;101.0;0.519;0.489;0.467;0.13;29.4;71.2;50.5;71.1;9.6;3.6;12.6;100.0;107.9;109.0;CHO;CLE;102;2022;4/02/2022;False
0.505;0.486;0.588;15.0;41.0;56.0;33.0;10.0;8.0;17.0;120.0;0.609;0.604;0.407;0.187;31.9;75.9;55.4;71.7;10.1;14.5;14.7;100.0;121.1;99.9;CHI;CHO;99;2021;6/05/2021;True
0.422;0.457;0.389;13.0;32.0;45.0;29.0;11.0;3.0;15.0;99.0;0.506;0.511;0.389;0.2;24.1;68.1;44.6;76.3;11.1;5.6;13.3;100.0;99.9;121.1;CHO;CHI;120;2021;6/05/2021;False
0.412;0.417;0.781;12.0;53.0;65.0;22.0;4.0;3.0;16.0;120.0;0.54;0.49;0.371;0.33;21.8;88.3;56.5;55.0;3.6;6.1;12.6;100.0;107.6;100.4;DEN;PHO;112;2021;23/01/2021;True
0.402;0.302;0.778;7.0;43.0;50.0;26.0;8.0;4.0;9.0;112.0;0.509;0.48;0.52;0.176;11.7;78.2;43.5;63.4;7.2;6.6;7.6;100.0;100.4;107.6;PHO;DEN;120;2021;23/01/2021;False
0.375;0.313;0.714;10.0;26.0;36.0;20.0;12.0;3.0;21.0;85.0;0.476;0.438;0.4;0.263;21.3;65.0;41.4;66.7;12.4;6.4;19.0;100.0;87.7;110.4;LAC;NYK;107;2018;20/11/2017;False
0.432;0.382;0.96;14.0;37.0;51.0;24.0;11.0;5.0;22.0;107.0;0.582;0.512;0.42;0.309;35.0;78.7;58.6;68.6;11.4;10.4;19.3;100.0;110.4;87.7;NYK;LAC;85;2018;20/11/2017;True
0.463;0.29;0.76;11.0;33.0;44.0;19.0;10.0;3.0;24.0;102.0;0.56;0.519;0.388;0.313;25.6;84.6;53.7;51.4;9.9;5.0;20.9;100.0;100.9;117.8;POR;NOP;119;2018;19/04/2018;False
0.529;0.407;0.842;6.0;32.0;38.0;27.0;16.0;4.0;12.0;119.0;0.624;0.592;0.31;0.218;15.4;74.4;46.3;58.7;15.8;8.2;11.2;100.0;117.8;100.9;NOP;POR;102;2018;19/04/2018;True
0.418;0.344;0.944;11.0;38.0;49.0;27.0;14.0;6.0;12.0;104.0;0.526;0.478;0.352;0.198;22.4;76.0;49.5;71.1;14.3;12.0;10.8;100.0;106.5;88.1;MIA;CHO;86;2022;5/02/2022;True
0.384;0.278;0.625;12.0;38.0;50.0;23.0;4.0;5.0;19.0;86.0;0.462;0.442;0.419;0.186;24.0;77.6;50.5;69.7;4.1;8.5;17.0;100.0;88.1;106.5;CHO;MIA;104;2022;5/02/2022;False
0.415;0.474;0.742;7.0;35.0;42.0;24.0;8.0;4.0;9.0;100.0;0.523;0.47;0.232;0.378;14.6;85.4;47.2;70.6;8.3;8.5;8.6;100.0;103.8;98.7;SAS;BRK;95;2018;17/01/2018;True
0.422;0.361;0.667;6.0;41.0;47.0;23.0;3.0;1.0;14.0;95.0;0.522;0.5;0.434;0.217;14.6;85.4;52.8;65.7;3.1;1.6;13.3;100.0;98.7;103.8;BRK;SAS;100;2018;17/01/2018;False
0.442;0.294;0.75;11.0;33.0;44.0;19.0;7.0;5.0;13.0;96.0;0.506;0.471;0.198;0.233;24.4;73.3;48.9;50.0;7.5;8.6;12.1;100.0;103.3;100.0;ORL;MIN;93;2016;1/12/2015;True
0.377;0.211;0.816;12.0;34.0;46.0;14.0;7.0;11.0;13.0;93.0;0.496;0.403;0.247;0.494;26.7;75.6;51.1;48.3;7.5;15.9;12.2;100.0;100.0;103.3;MIN;ORL;96;2016;1/12/2015;False
0.523;0.515;0.667;5.0;46.0;51.0;21.0;6.0;4.0;14.0;119.0;0.634;0.622;0.384;0.209;12.2;85.2;53.7;46.7;6.0;7.4;13.0;100.0;118.4;94.6;MIL;CHI;95;2022;24/04/2022;True
0.389;0.25;0.941;8.0;36.0;44.0;27.0;5.0;3.0;11.0;95.0;0.487;0.439;0.4;0.189;14.8;87.8;46.3;77.1;5.0;5.7;10.1;100.0;94.6;118.4;CHI;MIL;119;2022;24/04/2022;False
0.421;0.222;0.818;12.0;32.0;44.0;18.0;2.0;5.0;16.0;86.0;0.502;0.447;0.237;0.289;30.8;69.6;51.8;56.3;2.3;12.5;15.7;100.0;100.1;124.6;GSW;HOU;107;2019;15/11/2018;False
0.402;0.34;0.808;14.0;27.0;41.0;20.0;8.0;4.0;5.0;107.0;0.543;0.494;0.54;0.299;30.4;69.2;48.2;57.1;9.3;6.9;4.8;100.0;124.6;100.1;HOU;GSW;86;2019;15/11/2018;True
0.421;0.393;0.778;13.0;32.0;45.0;25.0;13.0;5.0;15.0;112.0;0.524;0.479;0.295;0.284;24.5;82.1;48.9;62.5;12.2;7.9;12.3;100.0;105.3;104.4;PHI;ORL;111;2017;9/02/2017;True
0.488;0.476;0.792;7.0;40.0;47.0;27.0;4.0;8.0;21.0;111.0;0.587;0.548;0.25;0.286;17.9;75.5;51.1;65.9;3.8;11.9;18.2;100.0;104.4;105.3;ORL;PHI;112;2017;9/02/2017;False
0.494;0.444;0.75;13.0;33.0;46.0;29.0;8.0;10.0;7.0;115.0;0.588;0.562;0.303;0.225;28.3;82.5;53.5;65.9;8.7;20.4;6.7;100.0;125.3;115.5;ORL;CHI;106;2021;14/04/2021;True
0.477;0.459;0.778;7.0;33.0;40.0;23.0;7.0;6.0;12.0;106.0;0.589;0.576;0.43;0.105;17.5;71.7;46.5;56.1;7.6;9.7;11.8;100.0;115.5;125.3;CHI;ORL;115;2021;14/04/2021;False
0.434;0.475;0.611;12.0;30.0;42.0;24.0;5.0;5.0;15.0;102.0;0.561;0.548;0.482;0.217;27.3;69.8;48.3;66.7;5.4;7.7;14.2;100.0;110.3;113.5;CLE;CHI;105;2016;9/04/2016;False
0.449;0.333;0.81;13.0;32.0;45.0;19.0;8.0;6.0;12.0;105.0;0.534;0.494;0.27;0.236;30.2;72.7;51.7;47.5;8.6;14.0;10.9;100.0;113.5;110.3;CHI;CLE;102;2016;9/04/2016;True
0.406;0.303;0.778;12.0;32.0;44.0;20.0;13.0;2.0;13.0;106.0;0.487;0.455;0.327;0.178;21.8;82.1;46.8;48.8;12.2;5.3;10.7;100.0;99.6;112.7;CHO;LAC;120;2022;7/11/2021;False
0.477;0.375;0.952;7.0;43.0;50.0;24.0;8.0;5.0;20.0;120.0;0.63;0.581;0.558;0.244;17.9;78.2;53.2;58.5;7.5;7.4;17.4;100.0;112.7;99.6;LAC;CHO;106;2022;7/11/2021;True
0.556;0.415;0.72;8.0;37.0;45.0;39.0;12.0;8.0;15.0;135.0;0.668;0.65;0.456;0.278;20.0;74.0;50.0;78.0;11.5;17.8;12.9;100.0;129.3;100.5;MIN;OKC;105;2022;7/01/2022;True
0.404;0.341;0.783;13.0;32.0;45.0;26.0;10.0;4.0;19.0;105.0;0.53;0.489;0.494;0.258;26.0;80.0;50.0;72.2;9.6;8.2;16.1;100.0;100.5;129.3;OKC;MIN;135;2022;7/01/2022;False
0.392;0.35;0.765;8.0;27.0;35.0;17.0;7.0;6.0;8.0;82.0;0.474;0.437;0.253;0.215;19.0;77.1;45.5;54.8;8.2;10.5;8.5;100.0;96.2;130.2;MEM;SAS;111;2017;15/04/2017;False
0.539;0.526;0.76;8.0;34.0;42.0;16.0;4.0;11.0;9.0;111.0;0.638;0.605;0.25;0.329;22.9;81.0;54.5;39.0;4.7;18.6;9.4;100.0;130.2;96.2;SAS;MEM;82;2017;15/04/2017;True
0.543;0.45;0.722;6.0;35.0;41.0;32.0;5.0;5.0;14.0;119.0;0.669;0.654;0.494;0.222;16.2;83.3;51.9;72.7;5.1;7.5;13.6;100.0;121.8;113.6;UTA;CHO;111;2019;30/11/2018;True
0.495;0.321;0.615;7.0;31.0;38.0;19.0;8.0;3.0;8.0;111.0;0.551;0.542;0.295;0.137;16.7;83.8;48.1;40.4;8.2;7.3;7.4;100.0;113.6;121.8;CHO;UTA;119;2019;30/11/2018;False
0.425;0.357;0.75;11.0;35.0;46.0;22.0;8.0;5.0;14.0;96.0;0.51;0.483;0.322;0.184;25.6;85.4;54.8;59.5;8.8;13.5;13.0;100.0;105.2;107.4;NYK;MIA;98;2021;9/02/2021;False
0.371;0.424;0.821;6.0;32.0;38.0;21.0;5.0;6.0;10.0;98.0;0.562;0.471;0.471;0.557;14.6;74.4;45.2;80.8;5.5;10.2;10.3;100.0;107.4;105.2;MIA;NYK;96;2021;9/02/2021;True
0.278;0.235;0.813;17.0;32.0;49.0;16.0;7.0;3.0;12.0;75.0;0.36;0.32;0.351;0.165;26.2;86.5;48.0;59.3;7.2;6.3;10.3;100.0;77.0;105.7;DET;BRK;103;2019;11/03/2019;False
0.494;0.355;0.636;5.0;48.0;53.0;21.0;9.0;4.0;17.0;103.0;0.581;0.563;0.392;0.278;13.5;73.8;52.0;53.8;9.2;6.3;16.1;100.0;105.7;77.0;BRK;DET;75;2019;11/03/2019;True
0.514;0.35;0.714;7.0;32.0;39.0;22.0;7.0;7.0;17.0;106.0;0.606;0.563;0.278;0.486;19.4;69.6;47.6;59.5;7.2;10.6;16.3;100.0;109.4;105.3;DAL;BOS;102;2016;18/11/2015;True
0.413;0.308;0.75;14.0;29.0;43.0;22.0;12.0;1.0;14.0;102.0;0.497;0.457;0.283;0.261;30.4;80.6;52.4;57.9;12.4;1.9;12.0;100.0;105.3;109.4;BOS;DAL;106;2016;18/11/2015;False
0.435;0.394;0.714;16.0;33.0;49.0;30.0;7.0;4.0;11.0;103.0;0.525;0.505;0.359;0.152;30.8;86.8;54.4;75.0;7.5;8.7;10.1;100.0;110.9;116.3;PHI;BOS;108;2018;3/05/2018;False
0.451;0.417;0.792;5.0;36.0;41.0;23.0;7.0;3.0;9.0;108.0;0.583;0.543;0.439;0.293;13.2;69.2;45.6;62.2;7.5;5.1;8.9;100.0;116.3;110.9;BOS;PHI;103;2018;3/05/2018;True
0.541;0.444;0.647;7.0;22.0;29.0;22.0;4.0;4.0;14.0;99.0;0.608;0.595;0.243;0.23;21.2;73.3;46.0;55.0;4.6;7.7;14.7;100.0;113.9;133.5;MIL;MIN;116;2017;30/12/2016;False
0.558;0.52;0.81;8.0;26.0;34.0;30.0;8.0;5.0;11.0;116.0;0.673;0.643;0.325;0.273;26.7;78.8;54.0;69.8;9.2;8.9;11.3;100.0;133.5;113.9;MIN;MIL;99;2017;30/12/2016;True
0.479;0.393;0.741;6.0;30.0;36.0;18.0;12.0;5.0;17.0;101.0;0.595;0.555;0.384;0.37;18.2;73.2;48.6;51.4;12.8;9.1;16.7;100.0;107.5;108.6;UTA;SAC;102;2020;1/11/2019;False
0.488;0.276;0.706;11.0;27.0;38.0;15.0;8.0;3.0;16.0;102.0;0.557;0.536;0.345;0.202;26.8;81.8;51.4;36.6;8.5;6.7;14.9;100.0;108.6;107.5;SAC;UTA;101;2020;1/11/2019;True
0.361;0.324;1.0;13.0;35.0;48.0;22.0;6.0;4.0;11.0;103.0;0.485;0.423;0.381;0.216;22.8;77.8;47.1;62.9;5.9;6.3;9.4;100.0;102.0;111.8;CHI;LAC;113;2018;3/02/2018;False
0.455;0.36;0.857;10.0;44.0;54.0;23.0;4.0;5.0;13.0;113.0;0.563;0.506;0.284;0.318;22.2;77.2;52.9;57.5;4.0;8.3;11.5;100.0;111.8;102.0;LAC;CHI;103;2018;3/02/2018;True
0.388;0.13;0.176;23.0;27.0;50.0;13.0;11.0;3.0;7.0;86.0;0.389;0.403;0.223;0.165;33.8;77.1;48.5;32.5;11.8;5.7;6.0;100.0;92.6;117.4;DET;NOP;109;2017;1/03/2017;False
0.5;0.36;0.957;8.0;45.0;53.0;18.0;6.0;4.0;14.0;109.0;0.618;0.558;0.321;0.295;22.9;66.2;51.5;46.2;6.5;5.0;13.7;100.0;117.4;92.6;NOP;DET;86;2017;1/03/2017;True
0.494;0.486;0.867;5.0;39.0;44.0;25.0;12.0;9.0;19.0;129.0;0.644;0.592;0.402;0.345;12.2;78.0;48.4;58.1;10.6;13.6;15.9;100.0;114.1;94.6;CLE;PHO;107;2018;13/03/2018;True
0.388;0.188;0.833;11.0;36.0;47.0;17.0;10.0;2.0;18.0;107.0;0.481;0.418;0.327;0.306;22.0;87.8;51.6;44.7;8.8;3.8;13.9;100.0;94.6;114.1;PHO;CLE;129;2018;13/03/2018;False
0.5;0.394;0.88;5.0;44.0;49.0;24.0;5.0;3.0;15.0;119.0;0.626;0.577;0.393;0.298;12.5;75.9;50.0;57.1;4.8;4.5;13.6;100.0;113.4;106.8;GSW;CHI;112;2018;17/01/2018;True
0.425;0.256;0.923;14.0;35.0;49.0;24.0;10.0;2.0;11.0;112.0;0.501;0.472;0.368;0.123;24.1;87.5;50.0;53.3;9.5;3.9;9.0;100.0;106.8;113.4;CHI;GSW;119;2018;17/01/2018;False
0.463;0.538;0.85;8.0;24.0;32.0;21.0;6.0;5.0;16.0;93.0;0.613;0.567;0.388;0.299;23.5;68.6;46.4;67.7;7.1;9.6;17.4;100.0;109.8;133.4;MIL;MEM;113;2017;13/03/2017;False
0.519;0.519;0.739;11.0;26.0;37.0;30.0;11.0;0.0;12.0;113.0;0.634;0.608;0.342;0.291;31.4;76.5;53.6;73.2;13.0;0.0;11.9;100.0;133.4;109.8;MEM;MIL;93;2017;13/03/2017;True
0.443;0.176;0.786;11.0;28.0;39.0;18.0;7.0;3.0;16.0;95.0;0.52;0.462;0.215;0.354;28.2;73.7;50.6;51.4;7.6;5.4;14.9;100.0;102.6;126.4;LAC;UTA;117;2018;5/04/2018;False
0.53;0.37;0.679;10.0;28.0;38.0;27.0;7.0;8.0;9.0;117.0;0.614;0.59;0.325;0.337;26.3;71.8;49.4;61.4;7.6;12.9;8.6;100.0;126.4;102.6;UTA;LAC;95;2018;5/04/2018;True
0.566;0.429;0.862;6.0;36.0;42.0;27.0;4.0;2.0;14.0;123.0;0.693;0.645;0.368;0.382;21.4;78.3;56.8;62.8;4.2;4.0;13.6;100.0;130.5;116.7;SAC;WAS;110;2022;12/02/2022;True
0.466;0.342;0.714;10.0;22.0;32.0;26.0;11.0;3.0;9.0;110.0;0.566;0.54;0.432;0.239;21.7;78.6;43.2;63.4;11.7;6.3;8.5;100.0;116.7;130.5;WAS;SAC;123;2022;12/02/2022;False
0.422;0.344;0.75;11.0;32.0;43.0;21.0;13.0;5.0;24.0;102.0;0.516;0.483;0.356;0.222;24.4;68.1;46.7;55.3;12.4;8.6;19.5;100.0;96.9;101.7;IND;ATL;107;2018;28/02/2018;False
0.437;0.31;0.815;15.0;34.0;49.0;21.0;13.0;11.0;21.0;107.0;0.541;0.489;0.333;0.31;31.9;75.6;53.3;55.3;12.4;19.0;17.5;100.0;101.7;96.9;ATL;IND;102;2018;28/02/2018;True
0.519;0.375;1.0;8.0;31.0;39.0;20.0;4.0;2.0;10.0;118.0;0.641;0.574;0.296;0.309;22.9;77.5;52.0;47.6;4.4;4.0;9.8;100.0;129.9;137.6;CHI;CHO;125;2019;2/02/2019;False
0.524;0.438;0.862;9.0;27.0;36.0;25.0;6.0;2.0;6.0;125.0;0.66;0.61;0.39;0.354;22.5;77.1;48.0;58.1;6.6;3.5;6.0;100.0;137.6;129.9;CHO;CHI;118;2019;2/02/2019;True
0.433;0.3;0.579;16.0;30.0;46.0;17.0;10.0;3.0;16.0;101.0;0.479;0.464;0.206;0.196;30.8;83.3;52.3;40.5;9.8;6.5;13.2;100.0;98.8;126.1;LAL;DEN;129;2017;13/03/2017;False
0.536;0.447;0.88;6.0;36.0;42.0;36.0;9.0;7.0;15.0;129.0;0.679;0.637;0.452;0.298;16.7;69.2;47.7;80.0;8.8;9.1;13.6;100.0;126.1;98.8;DEN;LAL;101;2017;13/03/2017;True
0.472;0.4;0.818;10.0;35.0;45.0;26.0;3.0;4.0;13.0;116.0;0.588;0.551;0.393;0.247;25.0;81.4;54.2;61.9;3.1;8.7;11.6;100.0;120.3;116.1;BOS;BRK;112;2022;25/04/2022;True
0.506;0.371;0.586;8.0;30.0;38.0;28.0;5.0;7.0;10.0;112.0;0.597;0.586;0.432;0.358;18.6;75.0;45.8;68.3;5.2;13.0;9.6;100.0;116.1;120.3;BRK;BOS;116;2022;25/04/2022;False
0.5;0.367;0.875;8.0;26.0;34.0;30.0;8.0;6.0;15.0;111.0;0.597;0.564;0.349;0.186;21.1;78.8;47.9;69.8;8.2;10.9;13.9;100.0;114.0;125.3;BRK;DET;122;2021;9/02/2021;False
0.56;0.448;0.714;7.0;30.0;37.0;28.0;10.0;6.0;13.0;122.0;0.654;0.637;0.345;0.25;21.2;78.9;52.1;59.6;10.3;10.7;12.2;100.0;125.3;114.0;DET;BRK;111;2021;9/02/2021;True
0.512;0.324;0.774;8.0;47.0;55.0;28.0;9.0;5.0;14.0;124.0;0.622;0.581;0.43;0.36;20.5;81.0;56.7;63.6;8.7;9.1;12.3;100.0;119.2;88.5;DEN;POR;92;2022;27/02/2022;True
0.374;0.167;0.692;11.0;31.0;42.0;22.0;12.0;3.0;15.0;92.0;0.449;0.407;0.396;0.286;19.0;79.5;43.3;64.7;11.5;6.1;12.8;100.0;88.5;119.2;POR;DEN;124;2022;27/02/2022;False
0.402;0.29;0.708;13.0;33.0;46.0;21.0;11.0;6.0;13.0;100.0;0.488;0.451;0.337;0.261;25.5;71.7;47.4;56.8;11.1;10.7;11.2;100.0;100.6;107.6;CHI;LAL;107;2019;15/01/2019;False
0.463;0.308;0.676;13.0;38.0;51.0;21.0;7.0;4.0;17.0;107.0;0.552;0.512;0.317;0.415;28.3;74.5;52.6;55.3;7.0;6.6;14.9;100.0;107.6;100.6;LAL;CHI;100;2019;15/01/2019;True
0.528;0.515;0.853;7.0;30.0;37.0;25.0;11.0;7.0;20.0;122.0;0.701;0.646;0.458;0.472;24.1;71.4;52.1;65.8;11.1;11.9;18.7;100.0;122.7;112.6;HOU;OKC;112;2018;6/03/2018;True
0.495;0.353;0.727;12.0;22.0;34.0;18.0;12.0;4.0;19.0;112.0;0.572;0.559;0.366;0.118;28.6;75.9;47.9;39.1;12.1;10.3;16.3;100.0;112.6;122.7;OKC;HOU;122;2018;6/03/2018;False
0.373;0.294;0.769;14.0;35.0;49.0;24.0;9.0;2.0;13.0;96.0;0.446;0.422;0.333;0.127;23.7;63.6;43.0;63.2;8.8;3.1;10.8;100.0;94.2;116.8;NOP;ORL;119;2019;20/03/2019;False
0.451;0.395;0.857;20.0;45.0;65.0;28.0;8.0;10.0;14.0;119.0;0.55;0.525;0.373;0.137;36.4;76.3;57.0;60.9;7.9;14.7;11.5;100.0;116.8;94.2;ORL;NOP;96;2019;20/03/2019;True
0.495;0.42;0.824;8.0;20.0;28.0;36.0;6.0;1.0;13.0;125.0;0.635;0.61;0.549;0.187;21.1;69.0;41.8;80.0;6.1;2.2;11.7;100.0;127.0;134.1;TOR;BOS;132;2021;4/03/2021;False
0.608;0.448;0.725;9.0;30.0;39.0;25.0;6.0;7.0;16.0;132.0;0.721;0.696;0.392;0.541;31.0;78.9;58.2;55.6;6.1;17.1;14.9;100.0;134.1;127.0;BOS;TOR;125;2021;4/03/2021;True
0.523;0.536;0.714;13.0;25.0;38.0;27.0;5.0;5.0;17.0;115.0;0.624;0.61;0.326;0.163;33.3;75.8;52.8;60.0;5.4;7.2;15.6;100.0;123.9;121.8;MIA;MIN;113;2017;6/02/2017;True
0.538;0.455;0.786;8.0;26.0;34.0;25.0;13.0;1.0;10.0;113.0;0.612;0.569;0.138;0.35;24.2;66.7;47.2;58.1;14.0;1.7;9.8;100.0;121.8;123.9;MIN;MIA;115;2017;6/02/2017;False
